"Metric","Score","Dataset"
"r",0.865570741724214,"LOESS_2022_HURON_9_fly"
"R2",0.749212708929007,"LOESS_2022_HURON_9_fly"
"MAE",4.11538461538461,"LOESS_2022_HURON_9_fly"
"MSE",17.5769230769231,"LOESS_2022_HURON_9_fly"
"r",0.769775952395482,"SEG_2022_HURON_9_fly"
"R2",0.592555016886371,"SEG_2022_HURON_9_fly"
"MAE",4.38461538461539,"SEG_2022_HURON_9_fly"
"MSE",21.2307692307692,"SEG_2022_HURON_9_fly"
