"Metric","Score","Dataset"
"r",0.860950271451856,"LOESS_2022_HURON_6_fly"
"R2",0.741235369913025,"LOESS_2022_HURON_6_fly"
"MAE",4.30769230769231,"LOESS_2022_HURON_6_fly"
"MSE",19.2307692307692,"LOESS_2022_HURON_6_fly"
"r",0.861519027551025,"SEG_2022_HURON_6_fly"
"R2",0.742215034832465,"SEG_2022_HURON_6_fly"
"MAE",2.61538461538462,"SEG_2022_HURON_6_fly"
"MSE",8.69230769230769,"SEG_2022_HURON_6_fly"
