"Metric","Score","Dataset"
"r",0.19631099436017,"LOESS_2021_SVREC_9_fly"
"R2",0.0385380065066787,"LOESS_2021_SVREC_9_fly"
"MAE",5.20353982300885,"LOESS_2021_SVREC_9_fly"
"MSE",34.6017699115044,"LOESS_2021_SVREC_9_fly"
"r",0.261559672173168,"SEG_2021_SVREC_9_fly"
"R2",0.0684134621073353,"SEG_2021_SVREC_9_fly"
"MAE",5.49557522123894,"SEG_2021_SVREC_9_fly"
"MSE",37.3185840707965,"SEG_2021_SVREC_9_fly"
