Plots_ID,Mat_LOESS_GLI_mean_0.06
21032012,22
21041013,20
21041014,19
21041015,18
21041016,22
21041017,13
21041018,12
21042013,15
21042014,19
21042015,16
21042016,19
21042017,17
21042018,18
21051011,19
21051012,21
21051013,18
21051014,20
21051015,21
21052011,21
21052012,22
21052013,24
21052014,23
21052015,24
21021007,23
21021008,23
21021009,22
21021010,23
21021011,22
21021012,22
21021038,21
21022007,20
21022008,21
21022009,22
21022010,22
21022011,23
21022012,24
21022038,24
21031005,24
21031006,23
21031007,24
21031008,23
21032005,22
21032006,23
21032007,22
21032008,23
21041007,21
21041008,20
21041009,20
21041010,20
21041011,21
21041012,18
21042007,20
21042008,20
21042009,20
21042010,19
21042011,17
21042012,18
21051006,19
21051007,18
21051008,21
21051009,17
21051010,17
21052006,20
21052007,23
21052008,20
21052009,22
21052010,21
21021001,19
21021002,19
21021003,21
21021004,21
21021005,22
21021006,20
21021037,19
21022001,19
21022002,21
21022003,20
21022004,20
21022005,19
21022006,21
21022037,22
21031001,21
21031002,22
21031003,23
21031004,21
21032001,21
21032002,23
21032003,23
21032004,20
21041001,22
21041002,21
21041003,22
21041004,21
21041005,24
21041006,19
21042001,19
21042002,22
21042003,22
21042004,20
21042005,18
21042006,20
21051001,20
21051002,20
21051003,19
21051004,22
21051005,21
21052001,21
21052002,22
21052003,21
21052004,21
21052005,20
