Plots_ID,Mat_SEG_GLI_mean_0.06
21042012,18
21051006,19
21051007,18
21051008,22
21051009,16
21051010,17
21052006,22
21052007,23
21052008,20
21052009,23
21052010,23
21021001,20
21021002,20
21021003,23
21021004,23
21021005,23
21021006,21
21021037,21
21022001,20
21022002,23
21022003,22
21022004,22
21022005,20
21022006,23
21022037,23
21031001,23
21031002,23
21031003,24
21031004,23
21032001,23
21032002,24
21032003,24
21032004,22
21041001,24
21041002,23
21041003,23
21041004,23
21041005,24
21041006,20
21042001,21
21042002,23
21042003,23
21042004,21
21042005,18
21042006,22
21051001,22
21051002,23
21051003,20
21051004,24
21051005,23
21052001,23
21052002,24
21052003,23
21052004,23
21052005,22
