"Metric","Score","Dataset"
"r",0.711700896437195,"LOESS_2022_SVREC_6_fly"
"R2",0.506518165989507,"LOESS_2022_SVREC_6_fly"
"MAE",5.5929203539823,"LOESS_2022_SVREC_6_fly"
"MSE",35.6283185840708,"LOESS_2022_SVREC_6_fly"
"r",0.733423235829367,"SEG_2022_SVREC_6_fly"
"R2",0.53790964285442,"SEG_2022_SVREC_6_fly"
"MAE",5.47787610619469,"SEG_2022_SVREC_6_fly"
"MSE",34.0265486725664,"SEG_2022_SVREC_6_fly"
