"Metric","Score","Dataset"
"r",0.161783631505201,"LOESS_2021_SVREC_6_fly"
"R2",0.0261739434230108,"LOESS_2021_SVREC_6_fly"
"MAE",5.66371681415929,"LOESS_2021_SVREC_6_fly"
"MSE",39.787610619469,"LOESS_2021_SVREC_6_fly"
"r",0.124495377439442,"SEG_2021_SVREC_6_fly"
"R2",0.0154990990037891,"SEG_2021_SVREC_6_fly"
"MAE",4.10619469026549,"SEG_2021_SVREC_6_fly"
"MSE",24.0353982300885,"SEG_2021_SVREC_6_fly"
