Global_ID,MTR_ADJ,MTR,GDD,ENTRY,Rep,block,Location,Check,Plot,End Plot,Expt,Pedigree,Name,Rng,Pas,Year,PLOTWT,MOIST,SDWT,FLWR,HT,LDG,DS,CBB,P_FT,CWT_A,ADJ_SDWT
20041008,50,94,21.96385542,23,1,1,SVREC,0,1008,FALSE,2004,B14302/B15430,B20526,1,99,2020,1647.2,13.83,18,47,41,3,4,2,16,31.1988929,18.91536585
20031009,50,94,21.96385542,62,1,2,SVREC,0,1009,FALSE,2003,N17506/N16405,N20376,1,90,2020,991.4,12.43,17.3,49,51,3,4,3,16,19.08275265,18.47513415
20041009,49,93,22.11463415,146,1,1,SVREC,2,1009,FALSE,2004,"B04644/ZORRO, ZENITH",B10244,1,100,2020,1822.5,12.45,18,47,50,2,5,1,16,35.07199286,19.21829268
20031010,50,94,21.96385542,60,1,2,SVREC,0,1010,FALSE,2003,N17506/N14229,N20372,1,91,2020,1342.8,14.98,15.5,49,46,3,4,4,16,25.09395933,16.07085366
20041010,48,92,22.24074074,16,1,2,SVREC,0,1010,FALSE,2004,B11519/B17106,B20519,1,101,2020,1267.9,13.67,20.2,47,48,2,4,1,16,24.05932836,21.26665854
20031011,51,95,21.89642857,49,1,1,SVREC,0,1011,FALSE,2003,N17504/N15337,N20361,2,82,2020,961.8,12.23,17.5,47,45,3,4,3,16,18.55528493,18.73140244
20041011,49,93,22.11463415,125,1,2,SVREC,0,1011,FALSE,2004,B17692/B16504,B20631,1,102,2020,1324.7,12.23,16.6,48,51,2,5,3,16,25.55644204,17.76807317
20031012,51,95,21.89642857,82,1,1,SVREC,0,1012,FALSE,2003,B16504/N17504,N20397,2,83,2020,158.3,14.5,20.3,47,39,3,4,2,16,2.97497819,21.16646341
20041012,50,94,21.96385542,147,1,2,SVREC,3,1012,FALSE,2004,"BL14506, BLACK BEARD",I19703,1,103,2020,1778.5,13.98,19.2,48,54,2,5,3,16,33.62715025,20.14126829
20031013,50,94,21.96385542,91,1,1,SVREC,1,1013,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,2,84,2020,1773.2,12.92,17.6,47,49,3,4,2,16,33.94008297,18.69034146
20041013,50,94,21.96385542,146,1,2,SVREC,2,1013,FALSE,2004,"B04644/ZORRO, ZENITH",B10244,1,104,2020,1882.5,13.51,19.6,46,56,2,5,1,16,35.7880173,20.67321951
20031014,54,98,21.38505747,29,1,1,SVREC,0,1014,FALSE,2003,N14229/B16504,N20333,2,85,2020,700.4,21.48,20.7,50,35,3,2,3,16,12.08824309,19.8215122
20041014,48,92,22.24074074,145,1,2,SVREC,1,1014,FALSE,2004,"Zenith//Alpena*/B09197, ADAMS",B18504,1,105,2020,1950.6,13.61,18.8,47,50,2,5,1,16,37.03978444,19.8064878
20031015,49,93,22.11463415,13,1,1,SVREC,0,1015,FALSE,2003,N14218/N17504,N20317,2,86,2020,1035.1,14.59,17.9,48,46,3,4,2,16,19.43246021,18.64437805
20041015,48,92,22.24074074,6,1,2,SVREC,0,1015,FALSE,2004,N16405/B15430,B20507,1,106,2020,1404.2,13.78,18.9,47,46,2,5,1,16,26.61176893,19.87265854
20031016,50,94,21.96385542,47,1,2,SVREC,0,1016,FALSE,2003,N16405/G16301,N20352,2,87,2020,1541.2,15.43,25.4,47,57,3,4,3,16,28.64917284,26.19607317
20041016,49,93,22.11463415,129,1,2,SVREC,0,1016,FALSE,2004,B17692/B16504,B20635,1,107,2020,1103.3,12.39,16.3,54,50,2,4,2,16,21.24633648,17.41515854
20031017,52,96,21.7,18,1,2,SVREC,0,1017,FALSE,2003,N14229/N17504,N20322,2,88,2020,423,12.31,16.2,50,30,3,3,1,16,8.153183072,17.32412195
20041017,48,92,22.24074074,99,1,2,SVREC,0,1017,FALSE,2004,B17106/B14302,B20605,1,108,2020,1312.9,11.86,14.7,47,52,2,5,1,16,25.43556864,15.80070732
20031018,49,93,22.11463415,91,1,2,SVREC,1,1018,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,2,89,2020,1874.5,14.8,18,47,50,3,4,2,16,35.10441953,18.70243902
20041018,52,96,21.7,94,1,2,SVREC,0,1018,FALSE,2004,B16506/B15430,B20600,1,109,2020,1605.3,13.84,20.6,48,42,4,2,1,16,30.40175485,21.64507317
20031019,51,95,21.89642857,26,1,2,SVREC,0,1019,FALSE,2003,N14229/B16504,N20330,2,90,2020,1725.9,13.48,18.3,49,47,3,4,3,16,32.82229135,19.30873171
20041019,52,96,21.7,58,1,1,SVREC,0,1019,FALSE,2004,B16504/B16501,B20562,2,92,2020,1657,19.32,17.2,48,46,4,4,2,16,29.38496343,16.92312195
20031020,51,95,21.89642857,68,1,2,SVREC,0,1020,FALSE,2003,N14229/N17506,N20383,2,91,2020,802.4,14.62,16.4,50,50,3,5,3,16,15.05857329,17.076
20041020,51,95,21.89642857,81,1,1,SVREC,0,1020,FALSE,2004,B16504/N17504,B20587,2,93,2020,1723.4,16.6,18.3,54,55,2,4,3,16,31.59285658,18.61243902
20031021,50,94,21.96385542,69,1,1,SVREC,0,1021,FALSE,2003,N14229/N17506,N20384,3,82,2020,1262.3,12.85,16.9,47,47,3,4,2,16,24.18058092,17.96140244
20041021,48,92,22.24074074,91,1,1,SVREC,0,1021,FALSE,2004,B16506/B15430,B20597,2,94,2020,2123.5,14.06,20.1,47,59,2,6,1,16,40.11292868,21.06578049
20031022,51,95,21.89642857,81,1,1,SVREC,0,1022,FALSE,2003,B16504/N17504,N20396,3,83,2020,779.7,15.04,16.6,49,40,2,4,1,16,14.56058402,17.19921951
20041022,51,95,21.89642857,118,1,1,SVREC,0,1022,FALSE,2004,B17523/B16504,B20624,2,95,2020,1375.5,17.6,18.5,48,60,3,4,4,16,24.91291596,18.5902439
20031023,49,93,22.11463415,91,1,1,SVREC,1,1023,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,3,84,2020,2111.5,12.85,18.3,47,39,2,5,1,16,40.44783064,19.44932927
20041023,49,93,22.11463415,145,1,1,SVREC,1,1023,FALSE,2004,"Zenith//Alpena*/B09197, ADAMS",B18504,2,96,2020,2230.4,13.94,20.8,49,36,4,2,1,16,42.19110062,21.82985366
20031024,52,96,21.7,64,1,1,SVREC,0,1024,FALSE,2003,N17506/B15430,N20378,3,85,2020,1165.4,16.38,20.5,49,37,3,4,2,16,21.42012168,20.905
20041024,53,97,21.54883721,72,1,1,SVREC,0,1024,FALSE,2004,B16504/B17228,B20577,2,97,2020,1280.2,18.76,18,48,36,4,2,1,16,22.86043522,17.83317073
20031025,53,97,21.54883721,17,1,1,SVREC,0,1025,FALSE,2003,N14229/N17504,N20321,3,86,2020,778.4,18.77,18.5,53,30,3,4,3,16,13.89811936,18.32628049
20041025,48,92,22.24074074,88,1,1,SVREC,0,1025,FALSE,2004,B16505/N17504,B20594,2,98,2020,1639.1,11.98,16.9,47,50,1,6,1,16,31.7119955,18.14070732
20031026,50,94,21.96385542,37,1,2,SVREC,0,1026,FALSE,2003,N15337/N16405,N20342,3,87,2020,1401.9,15.17,16.7,52,45,3,5,5,16,26.13986013,17.27635366
20041026,50,94,21.96385542,28,1,1,SVREC,0,1026,FALSE,2004,B15430/B16504,B20531,2,99,2020,1889.4,14.74,18.6,47,48,4,3,1,16,35.40837499,19.33946341
20031027,52,96,21.7,36,1,2,SVREC,0,1027,FALSE,2003,N15337/N16405,N20341,3,88,2020,1190.5,16.56,18.4,53,58,3,4,3,16,21.83435926,18.72312195
20041027,50,94,21.96385542,142,1,1,SVREC,0,1027,FALSE,2004,B15430/B17996,B20648,2,100,2020,1330.2,12.16,18.9,48,54,3,3,1,16,25.68301629,20.24604878
20031028,50,94,21.96385542,91,1,2,SVREC,1,1028,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,3,89,2020,1952.3,14.93,18.1,47,54,2,5,2,16,36.50562126,18.77764634
20041028,49,93,22.11463415,105,1,2,SVREC,0,1028,FALSE,2004,B17106/B14302,B20611,2,101,2020,1527,14.84,16.4,47,54,3,4,3,16,28.58323938,17.032
20031029,51,95,21.89642857,83,1,2,SVREC,0,1029,FALSE,2003,B16505/B11617,N20398,3,90,2020,906.9,13.53,16.2,47,48,3,4,2,16,17.23699746,17.08309756
20041029,52,96,21.7,30,1,2,SVREC,0,1029,FALSE,2004,B15430/B16504,B20533,2,102,2020,1840.7,18.34,20.2,53,45,4,2,1,16,33.03917122,20.1162439
20031030,52,96,21.7,28,1,2,SVREC,0,1030,FALSE,2003,N14229/B16504,N20332,3,91,2020,834.4,14.98,20.2,48,50,3,4,1,16,15.59308882,20.94395122
20041030,51,95,21.89642857,31,1,2,SVREC,0,1030,FALSE,2004,B15430/B16504,B20534,2,103,2020,1596.3,16.88,19.5,47,50,4,2,1,16,29.16465241,19.76634146
20031031,50,94,21.96385542,92,1,1,SVREC,2,1031,FALSE,2003,"COOP 02084, VIGILANT",I10101,4,82,2020,1964.5,14.76,19,46,49,3,4,1,16,36.80715337,19.75073171
20041031,50,94,21.96385542,131,1,2,SVREC,0,1031,FALSE,2004,B17692/B18504,B20637,2,104,2020,1476,12.14,19.6,54,48,3,2,1,16,28.50455813,21.00068293
20031032,49,93,22.11463415,89,1,1,SVREC,0,1032,FALSE,2003,B16505/N17504,N20404,4,83,2020,1561.6,14.2,18,46,40,3,5,1,16,29.4505795,18.83414634
20041032,51,95,21.89642857,145,1,2,SVREC,1,1032,FALSE,2004,"Zenith//Alpena*/B09197, ADAMS",B18504,2,105,2020,2172.9,13.91,19.5,47,48,3,3,1,16,41.117737,20.47262195
20031033,50,94,21.96385542,91,1,1,SVREC,1,1033,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,4,84,2020,1864.3,12.63,18.4,46,44,3,5,1,16,35.80262683,19.60497561
20041033,48,92,22.24074074,114,1,2,SVREC,0,1033,FALSE,2004,B17106/N14218,B20620,2,106,2020,1737.3,12.07,17.2,47,50,2,5,2,16,33.57752255,18.44385366
20031034,52,96,21.7,27,1,1,SVREC,0,1034,FALSE,2003,N14229/B16504,N20331,4,85,2020,434.1,16.8,18,48,29,3,4,2,16,7.938708744,18.26341463
20041034,51,95,21.89642857,65,1,2,SVREC,0,1034,FALSE,2004,B16504/B17106,B20570,2,107,2020,1703.2,13.5,19.9,47,45,3,2,1,16,32.38310683,20.99207317
20031035,48,92,22.24074074,93,1,1,SVREC,3,1035,FALSE,2003,"COOP 03019, MERLIN",I11264,4,86,2020,1953.3,14.85,19.9,46,52,2,5,2,16,36.55866758,20.66445122
20041035,48,92,22.24074074,26,1,2,SVREC,0,1035,FALSE,2004,B15430/B16504,B20529,2,108,2020,1579.5,16.54,21.1,48,41,2,5,1,16,28.97575543,21.47568293
20031036,53,97,21.54883721,24,1,2,SVREC,0,1036,FALSE,2003,N14229/B14302,N20328,4,87,2020,236.7,17.73,19.3,53,32,3,4,2,16,4.280322695,19.36354878
20041036,51,95,21.89642857,73,1,2,SVREC,0,1036,FALSE,2004,B16504/B17228,B20578,2,109,2020,1482.8,14.22,18,47,49,4,2,1,16,27.95795335,18.8297561
20031037,52,96,21.7,85,1,2,SVREC,0,1037,FALSE,2003,B16505/N14229,N20400,4,88,2020,746,12.17,15.1,48,40,3,4,1,16,14.40185609,16.17357317
20041037,48,92,22.24074074,111,1,1,SVREC,0,1037,FALSE,2004,B17106/N14218,B20617,3,92,2020,1833.1,15.16,18.9,47,59,1,6,1,16,34.18405463,19.55458537
20031038,49,93,22.11463415,91,1,2,SVREC,1,1038,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,4,89,2020,2158.7,14.8,18.9,47,42,2,5,2,16,40.4267327,19.63756098
20041038,51,95,21.89642857,135,1,1,SVREC,0,1038,FALSE,2004,B17730/B16504,B20641,3,93,2020,1394.8,18.55,19.3,53,60,2,4,1,16,24.97122133,19.17054878
20031039,52,96,21.7,9,1,2,SVREC,0,1039,FALSE,2003,N14218/N15306,N20310,4,90,2020,469.3,12.11,16.7,53,40,3,4,2,16,9.066230896,17.89954878
20041039,52,96,21.7,37,1,1,SVREC,0,1039,FALSE,2004,B15430/N14229,B20540,3,94,2020,1151.1,22.1,21.4,54,36,4,2,3,16,19.71002923,20.33
20031040,52,96,21.7,4,1,2,SVREC,0,1040,FALSE,2003,N14218/N15306,N20304,4,91,2020,200.4,15.47,20.5,54,29,3,4,2,16,3.723448427,21.1325
20041040,48,92,22.24074074,46,1,1,SVREC,0,1040,FALSE,2004,B16501/B16504,B20549,3,95,2020,1874.5,12.49,21.4,47,58,1,6,2,16,36.05619429,22.83797561
20031041,50,94,21.96385542,39,1,1,SVREC,0,1041,FALSE,2003,N15337/G17913,N20344,5,82,2020,1137.9,15.06,18.6,49,50,3,4,3,16,21.24482269,19.26687805
20041041,50,94,21.96385542,145,1,1,SVREC,1,1041,FALSE,2004,"Zenith//Alpena*/B09197, ADAMS",B18504,3,96,2020,2187.4,12.37,18.6,47,50,3,4,1,16,42.13255303,19.87704878
20031042,50,94,21.96385542,31,1,1,SVREC,0,1042,FALSE,2003,N14229/G14503,N20335,5,83,2020,1548.3,14.4,16.5,50,54,3,5,2,16,29.131687,17.22439024
20041042,52,96,21.7,45,1,1,SVREC,0,1042,FALSE,2004,B16501/B16504,B20548,3,97,2020,-9,-9,-9,49,46,2,4,2,16,-9,-9
20031043,50,94,21.96385542,91,1,1,SVREC,1,1043,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,5,84,2020,2032.3,12.84,18,47,46,3,4,2,16,38.93514491,19.13268293
20041043,51,95,21.89642857,67,1,1,SVREC,0,1043,FALSE,2004,B16504/B17106,B20572,3,98,2020,1686.7,12.87,19.8,48,45,3,4,2,16,32.3029597,21.03870732
20031044,52,96,21.7,90,1,1,SVREC,0,1044,FALSE,2003,B17523/B16504,N20405,5,85,2020,1394.7,15.68,18.3,49,44,3,4,2,16,25.84926242,18.8177561
20041044,48,92,22.24074074,90,1,1,SVREC,0,1044,FALSE,2004,B16505/N17504,B20596,3,99,2020,1447.9,12.86,17.3,47,50,1,5,3,16,27.7327464,18.38441463
20031045,51,95,21.89642857,41,1,1,SVREC,0,1045,FALSE,2003,N16405/N15337,N20346,5,86,2020,1269.1,15.59,19.3,52,47,3,4,2,16,23.54650755,19.86723171
20041045,49,93,22.11463415,8,1,1,SVREC,0,1045,FALSE,2004,N17504/B15430,B20509,3,100,2020,1686.7,13.44,18.6,49,56,2,5,3,16,32.09163539,19.63434146
20031046,52,96,21.7,40,1,2,SVREC,0,1046,FALSE,2003,N15337/G17913,N20345,5,87,2020,1043.3,15.21,19.5,53,54,3,4,5,16,19.44422327,20.16347561
20041046,49,93,22.11463415,51,1,2,SVREC,0,1046,FALSE,2004,B16504/B14302,B20555,3,101,2020,1625.5,13.75,20.2,47,49,3,4,5,16,30.8164661,21.24695122
20031047,50,94,21.96385542,20,1,2,SVREC,0,1047,FALSE,2003,B17523/N14218,N20406,5,88,2020,507.7,11.72,19.4,49,44,3,4,2,16,9.851588079,20.8857561
20041047,49,93,22.11463415,15,1,2,SVREC,0,1047,FALSE,2004,B11519/B17106,B20518,3,102,2020,1355,13.97,17.9,47,56,2,4,2,16,25.6227639,18.77971951
20031048,49,93,22.11463415,91,1,2,SVREC,1,1048,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,5,89,2020,1841.7,14.69,18.5,49,44,3,5,3,16,34.53469197,19.24676829
20041048,48,92,22.24074074,146,1,2,SVREC,2,1048,FALSE,2004,"B04644/ZORRO, ZENITH",B10244,3,103,2020,1902.8,13.5,19.4,47,53,1,6,4,16,36.17812099,20.46463415
20031049,50,94,21.96385542,61,1,2,SVREC,0,1049,FALSE,2003,N17506/N14229,N20373,5,90,2020,350.8,11.6,15.2,51,48,1,5,4,16,6.816298587,16.38634146
20041049,49,93,22.11463415,147,1,2,SVREC,3,1049,FALSE,2004,"BL14506, BLACK BEARD",I19703,3,104,2020,-9,-9,-9,48,64,2,5,5,16,-9,-9
20031050,52,96,21.7,56,1,2,SVREC,0,1050,FALSE,2003,N17504/B15430,N20368,5,91,2020,399.7,11.96,22.1,49,40,4,4,2,16,7.734832953,23.72785366
20041050,48,92,22.24074074,145,1,2,SVREC,1,1050,FALSE,2004,"Zenith//Alpena*/B09197, ADAMS",B18504,3,105,2020,2091.4,12.23,17.9,47,50,3,5,2,16,40.34780922,19.15954878
20031051,48,92,22.24074074,71,1,1,SVREC,0,1051,FALSE,2003,B14302/N17504,N20386,6,82,2020,1048.4,12.24,15.1,48,50,1,6,1,16,20.22368925,16.16068293
20041051,51,95,21.89642857,2,1,2,SVREC,0,1051,FALSE,2004,N16405/B14302,B20502,3,106,2020,565.9,13.68,18.9,54,43,3,3,4,16,10.73712186,19.89570732
20031052,52,96,21.7,33,1,1,SVREC,0,1052,FALSE,2003,N15306/N14218,N20337,6,83,2020,1280.7,17.18,17.6,53,55,4,2,1,16,23.31413959,17.776
20041052,50,94,21.96385542,140,1,2,SVREC,0,1052,FALSE,2004,I93153/B16504,B20646,3,107,2020,1629.4,14.33,19.1,47,55,2,5,2,16,30.6826761,19.95484146
20031053,49,93,22.11463415,91,1,1,SVREC,1,1053,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,6,84,2020,1854.6,12.94,18.1,47,44,3,5,2,16,35.48997349,19.21690244
20041053,48,92,22.24074074,13,1,2,SVREC,0,1053,FALSE,2004,N17504/B17106,B20516,3,108,2020,1670.6,12.9,18.3,47,55,2,6,2,16,31.9836032,19.43817073
20031054,52,96,21.7,78,1,1,SVREC,0,1054,FALSE,2003,B16504/N14229,N20393,6,85,2020,112.3,14.5,19.9,52,40,2,3,2,16,2.110486739,20.74939024
20041054,51,95,21.89642857,12,1,2,SVREC,0,1054,FALSE,2004,N17504/B17106,B20515,3,109,2020,1587.6,12.81,18.1,51,44,3,4,3,16,30.42597643,19.24559756
20031055,50,94,21.96385542,63,1,1,SVREC,0,1055,FALSE,2003,N17506/N16405,N20377,6,86,2020,734.7,15.63,19.3,53,45,3,3,1,16,13.62494775,19.85781707
20041055,50,94,21.96385542,87,1,1,SVREC,0,1055,FALSE,2004,B16505/B17108,B20593,4,92,2020,1421.4,17.5,20.5,47,48,2,5,3,16,25.77549512,20.625
20031056,52,96,21.7,3,1,2,SVREC,0,1056,FALSE,2003,N14218/N15306,N20303,6,87,2020,551.1,15.27,16.3,53,33,4,3,1,16,10.26371004,16.84267073
20041056,48,92,22.24074074,49,1,1,SVREC,0,1056,FALSE,2004,B16504/B11519,B20553,4,93,2020,1809.2,14.06,17.9,47,50,2,5,2,16,34.17579965,18.76007317
20031057,52,96,21.7,50,1,2,SVREC,0,1057,FALSE,2003,N17504/N15337,N20362,6,88,2020,1251.3,14.95,18.3,49,45,4,4,1,16,23.39227814,18.98067073
20041057,48,92,22.24074074,146,1,1,SVREC,2,1057,FALSE,2004,"B04644/ZORRO, ZENITH",B10244,4,94,2020,2046.5,14.42,20.8,47,46,2,5,3,16,38.49645935,21.70809756
20031058,50,94,21.96385542,91,1,2,SVREC,1,1058,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,6,89,2020,1919.6,14.58,18.4,47,43,3,4,3,16,36.04184918,19.16741463
20041058,52,96,21.7,54,1,1,SVREC,0,1058,FALSE,2004,B16504/B16501,B20558,4,95,2020,836.5,17.43,20.2,54,42,3,4,2,16,15.18186015,20.34041463
20031059,51,95,21.89642857,38,1,2,SVREC,0,1059,FALSE,2003,N15337/N16405,N20343,6,90,2020,1218.4,12.62,16.3,47,39,3,4,3,16,23.40123012,17.36943902
20041059,51,95,21.89642857,145,1,1,SVREC,1,1059,FALSE,2004,"Zenith//Alpena*/B09197, ADAMS",B18504,4,96,2020,2207.8,13.31,19.6,47,42,3,4,2,16,42.06931965,20.72102439
20031060,50,94,21.96385542,19,1,2,SVREC,0,1060,FALSE,2003,N14229/N17504,N20323,6,91,2020,931.4,14.5,14.9,53,42,3,4,1,16,17.50407256,15.53597561
20041060,52,96,21.7,68,1,1,SVREC,0,1060,FALSE,2004,B16504/B17106,B20573,4,97,2020,1444.7,16.33,20.2,50,40,4,4,2,16,26.56954997,20.61139024
20031061,50,94,21.96385542,11,1,1,SVREC,0,1061,FALSE,2003,N14218/N17504,N20315,7,82,2020,1623.5,15.6,18.8,48,47,3,4,2,16,30.11837222,19.3502439
20041061,48,92,22.24074074,103,1,1,SVREC,0,1061,FALSE,2004,B17106/B14302,B20609,4,98,2020,1463.4,13.35,15.6,49,60,2,5,1,16,27.87201547,16.48463415
20031062,50,94,21.96385542,80,1,1,SVREC,0,1062,FALSE,2003,B16504/N17504,N20395,7,83,2020,1514.1,14.95,17.7,47,47,2,5,3,16,28.3051613,18.35835366
20041062,50,94,21.96385542,147,1,1,SVREC,3,1062,FALSE,2004,"BL14506, BLACK BEARD",I19703,4,99,2020,1965.1,13.93,21.2,47,68,2,5,4,16,37.1769036,22.2522439
20031063,49,93,22.11463415,91,1,1,SVREC,1,1063,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,7,84,2020,1936.1,14.67,18,47,58,2,5,3,16,36.31334763,18.73097561
20041063,51,95,21.89642857,78,1,1,SVREC,0,1063,FALSE,2004,B16504/B17523,B20584,4,100,2020,1382.9,16.53,16.8,52,41,3,4,2,16,25.37218952,17.10117073
20031064,48,92,22.24074074,2,1,1,SVREC,0,1064,FALSE,2003,N14218/N15306,N20302,7,85,2020,223.4,17.1,15.7,51,48,2,4,1,16,4.070750229,15.87231707
20041064,50,94,21.96385542,7,1,2,SVREC,0,1064,FALSE,2004,N17504/B15430,B20508,4,101,2020,1570.5,14.29,17.3,48,58,3,5,3,16,29.5873584,18.08271951
20031065,51,95,21.89642857,32,1,1,SVREC,0,1065,FALSE,2003,N15306/N14218,N20336,7,86,2020,1484.8,15.74,17.7,52,30,3,4,4,16,27.49958693,18.18782927
20041065,52,96,21.7,124,1,2,SVREC,0,1065,FALSE,2004,B17692/B16504,B20630,4,102,2020,1181.2,13.47,16.1,53,59,4,4,2,16,22.46605918,16.98942683
20031066,52,96,21.7,12,1,2,SVREC,0,1066,FALSE,2003,N14218/N17504,N20316,7,87,2020,840.7,19.83,19.5,53,46,4,4,3,16,14.81459174,19.06481707
20041066,48,92,22.24074074,97,1,2,SVREC,0,1066,FALSE,2004,B17106/B14302,B20603,4,103,2020,1337.4,14.21,16.9,48,56,1,5,3,16,25.21939962,17.68110976
20031067,51,95,21.89642857,7,1,2,SVREC,0,1067,FALSE,2003,N14218/N15306,N20307,7,88,2020,393.1,11.74,17.8,53,45,4,4,3,16,7.626121559,19.15887805
20041067,52,96,21.7,27,1,2,SVREC,0,1067,FALSE,2004,B15430/B16504,B20530,4,104,2020,1347,17.73,20.1,47,34,3,5,2,16,24.35823688,20.16618293
20031068,48,92,22.24074074,91,1,2,SVREC,1,1068,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,7,89,2020,2109,14.82,18.6,48,50,2,5,3,16,39.486712,19.32131707
20041068,51,95,21.89642857,145,1,2,SVREC,1,1068,FALSE,2004,"Zenith//Alpena*/B09197, ADAMS",B18504,4,105,2020,2262,12.36,18.4,47,46,2,5,2,16,43.57443114,19.66556098
20031069,52,96,21.7,6,1,2,SVREC,0,1069,FALSE,2003,N14218/N15306,N20306,7,90,2020,874.2,13.07,18.1,53,37,3,2,4,16,16.70387527,19.18820732
20041069,52,96,21.7,43,1,2,SVREC,0,1069,FALSE,2004,B16501/B16504,B20546,4,106,2020,1626.1,18.27,20.8,49,50,3,4,2,16,29.21228341,20.7315122
20031070,52,96,21.7,44,1,2,SVREC,0,1070,FALSE,2003,N16405/G16301,N20349,7,91,2020,1319.3,15.03,26.3,48,47,4,2,4,16,24.64029695,27.25257317
20041070,49,93,22.11463415,62,1,2,SVREC,0,1070,FALSE,2004,B16504/B17106,B20566,4,107,2020,1213.7,12.64,17.7,52,47,4,4,1,16,23.30562392,18.85697561
20031071,52,96,21.7,74,1,1,SVREC,0,1071,FALSE,2003,B15430/N14229,N20389,8,82,2020,1120.5,19.43,20.4,47,39,3,2,1,16,19.84366932,20.0442439
20041071,50,94,21.96385542,84,1,2,SVREC,0,1071,FALSE,2004,B16505/B16504,B20590,4,108,2020,1699.3,13.33,17.6,47,48,2,5,2,16,32.37245312,18.60234146
20031072,52,96,21.7,54,1,1,SVREC,0,1072,FALSE,2003,N17504/N16405,N20366,8,83,2020,644.5,15.67,18.6,47,48,3,3,2,16,11.94653002,19.1285122
20041072,48,92,22.24074074,113,1,2,SVREC,0,1072,FALSE,2004,B17106/N14218,B20619,4,109,2020,1486,12.43,16.6,47,54,2,5,1,16,28.60295585,17.72758537
